.1.3.6.1.4.1.4458.1000.1.1.1.0 "PTMP SU"
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.14 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.15 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.16 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.17 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.18 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.19 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.20 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.21 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.22 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.23 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.24 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.25 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.26 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.27 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.28 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.29 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.30 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.31 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.32 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.33 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.34 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.35 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.36 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.37 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.38 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.39 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.40 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.41 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.42 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.43 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.44 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.45 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.46 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.47 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.48 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.49 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.50 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.51 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.52 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.53 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.54 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.55 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.56 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.57 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.58 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.59 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.60 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.61 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.62 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.63 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.64 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.65 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.66 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.67 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.68 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.69 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.70 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.71 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.72 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.73 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.74 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.75 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.76 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.77 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.78 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.79 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.80 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.81 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.82 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.83 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.84 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.85 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.86 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.87 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.88 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.89 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.90 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.91 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.92 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.93 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.94 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.95 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.96 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.97 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.98 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.99 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.2.1.3.100 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.1.1 1
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.1.2 2
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.2.1 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.2.2 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.3.1 1812
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.3.2 1812
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.4.1 "**********"
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.4.2 "**********"
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.5.1 3
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.5.2 3
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.6.1 1
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.6.2 1
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.7.1 5
.1.3.6.1.4.1.4458.1000.1.2.8.3.1.7.2 5
.1.3.6.1.4.1.4458.1000.1.2.8.4.0 "0|0|0|0|0|0|0|0|0|0|0|0|"
.1.3.6.1.4.1.4458.1000.1.2.8.5.0 "**********"
.1.3.6.1.4.1.4458.1000.1.2.9.1.0 1
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.1 1
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.2 2
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.3 3
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.4 4
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.5 5
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.6 6
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.7 7
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.8 8
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.9 9
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.10 10
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.11 11
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.12 12
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.13 13
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.14 14
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.15 15
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.16 16
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.17 17
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.18 18
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.19 19
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.20 20
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.21 21
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.22 22
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.23 23
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.24 24
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.25 25
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.26 26
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.27 27
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.28 28
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.29 29
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.30 30
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.31 31
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.32 32
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.33 33
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.34 34
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.35 35
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.36 36
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.37 37
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.38 38
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.39 39
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.40 40
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.41 41
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.42 42
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.43 43
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.44 44
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.45 45
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.46 46
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.47 47
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.48 48
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.49 49
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.50 50
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.51 51
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.52 52
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.53 53
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.54 54
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.55 55
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.56 56
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.57 57
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.58 58
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.59 59
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.60 60
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.61 61
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.62 62
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.63 63
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.64 64
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.65 65
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.66 66
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.67 67
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.68 68
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.69 69
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.70 70
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.71 71
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.72 72
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.73 73
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.74 74
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.75 75
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.76 76
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.77 77
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.78 78
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.79 79
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.80 80
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.81 81
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.82 82
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.83 83
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.84 84
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.85 85
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.86 86
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.87 87
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.88 88
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.89 89
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.90 90
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.91 91
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.92 92
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.93 93
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.94 94
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.95 95
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.96 96
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.97 97
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.98 98
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.99 99
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.1.100 100
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.1 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.2 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.3 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.4 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.5 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.6 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.7 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.8 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.9 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.10 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.11 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.12 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.13 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.14 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.15 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.16 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.17 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.18 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.19 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.20 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.21 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.22 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.23 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.24 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.25 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.26 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.27 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.28 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.29 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.30 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.31 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.32 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.33 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.34 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.35 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.36 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.37 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.38 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.39 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.40 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.41 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.42 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.43 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.44 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.45 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.46 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.47 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.48 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.49 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.50 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.51 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.52 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.53 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.54 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.55 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.56 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.57 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.58 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.59 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.60 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.61 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.62 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.63 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.64 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.65 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.66 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.67 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.68 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.69 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.70 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.71 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.72 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.73 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.74 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.75 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.76 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.77 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.78 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.79 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.80 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.81 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.82 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.83 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.84 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.85 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.86 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.87 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.88 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.89 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.90 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.91 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.92 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.93 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.94 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.95 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.96 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.97 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.98 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.99 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.2.100 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.1 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.2 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.3 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.4 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.5 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.6 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.7 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.8 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.9 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.10 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.11 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.12 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.13 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.14 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.15 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.16 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.17 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.18 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.19 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.20 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.21 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.22 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.23 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.24 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.25 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.26 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.27 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.28 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.29 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.30 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.31 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.32 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.33 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.34 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.35 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.36 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.37 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.38 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.39 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.40 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.41 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.42 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.43 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.44 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.45 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.46 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.47 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.48 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.49 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.50 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.51 0.0.0.0
.1.3.6.1.4.1.4458.1000.1.2.9.2.1.3.52 0.0.0.0
